B1,B2,B3,B4
-0.078,-0.024,0.01,-0.061
0.017,0.085,0.344,0.112
-0.042,-0.098,0.288,0.081
-0.164,-0.173,0.151,0.068
-0.168,0.088,0.098,0.005
-0.076,-0.049,-0.288,0.017
-0.012,0.007,-0.066,0.037
0,0.017,-0.01,0.039
0.005,0.081,-0.027,0.037
0.015,-0.066,-0.056,-0.005
0.022,0.098,-0.103,0.029
0.027,0.1,-0.171,0.042
0,0.076,0.081,0.049
0.081,-0.034,0.015,-0.002
0.027,-0.051,-0.186,0.005
-0.024,0.015,0.046,-0.051
-0.007,0.012,-0.012,-0.029
0.034,0.027,0.01,0.054
-0.015,-0.103,-0.181,0.063
-0.027,-0.076,-0.066,-0.024
0.039,-0.09,-0.012,-0.054
0.076,-0.117,-0.01,0.054
-0.007,-0.181,-0.076,0.054
-0.095,-0.137,-0.061,-0.015
-0.042,-0.117,0.083,-0.029
0.015,-0.044,0.01,0.034
-0.012,-0.107,-0.154,0.071
-0.027,-0.151,-0.049,0.015
-0.007,-0.134,0.007,-0.027
-0.076,-0.029,-0.107,-0.012
-0.037,-0.02,-0.056,-0.012
0.066,0.083,-0.039,-0.015
0.044,0.105,0.005,-0.09
0.017,0.012,-0.151,-0.02
0.015,0.117,0.054,-0.051
0.078,0.032,-0.024,-0.002
-0.095,0.029,-0.039,0.049
-0.017,0.071,-0.015,0.071
-0.01,0.125,-0.076,0.034
-0.059,0.122,0.051,-0.02
-0.085,-0.083,0.183,-0.002
-0.183,0.085,0.112,0.059
-0.122,-0.098,0.083,0.066
-0.049,-0.054,0.054,0.02
-0.066,-0.071,-0.061,-0.022
-0.095,-0.068,0.159,-0.049
-0.105,0.059,0.046,-0.015
-0.046,-0.056,0.093,0
0.061,0.017,0.115,0.037
0.071,0.117,0.044,0.071
0.049,0.085,0.049,-0.042
0.042,0.054,0.071,-0.098
0.061,0.1,0,-0.054
0.034,0.09,0.037,-0.012
0.015,0.09,-0.042,0.017
0.027,0.164,-0.056,-0.073
0.107,0.083,0.015,-0.107
0.105,-0.007,0.012,-0.076
-0.022,-0.002,0.044,-0.071
-0.068,-0.073,-0.017,-0.056
0.012,-0.066,0.146,0.012
-0.005,-0.015,0.071,0.078
-0.044,-0.088,-0.11,-0.02
-0.1,-0.156,-0.093,-0.051
-0.117,-0.139,0.068,-0.02
-0.112,-0.212,-0.029,0.002
-0.027,-0.073,0.017,0.007
0.015,-0.005,0.046,0
-0.017,-0.088,-0.034,0.024
-0.051,0.083,-0.024,0.076
0.029,0.059,-0.129,0.076
0.112,0.002,-0.068,-0.034
0.083,0.061,0,-0.095
-0.007,0.098,0.01,-0.024
0,0.229,-0.237,0.042
0.054,0.195,-0.254,0.046
0.054,0.071,0.166,-0.085
0.002,-0.027,0.142,-0.129
-0.071,0.022,-0.122,-0.051
-0.073,0.024,0.046,-0.042
0.022,0.085,0.227,0.002
-0.061,0.107,0.027,0.044
-0.081,0.029,0.01,-0.002
-0.02,-0.063,0.173,-0.005
0.056,0.015,0.156,0
-0.024,-0.01,-0.073,0.032
-0.107,0.034,0.056,0.002
-0.073,-0.029,0.1,0.007
-0.046,-0.046,0.024,-0.032
0.039,-0.042,-0.125,-0.005
0.015,-0.061,0.1,-0.022
0.042,0.012,0.02,-0.002
0.107,0.066,-0.02,-0.127
0.164,0.005,-0.02,-0.09
0.093,0.027,-0.056,-0.063
0.032,0.088,-0.076,-0.017
0.039,-0.007,-0.1,0.051
-0.017,-0.09,-0.039,-0.046
0.129,-0.012,-0.005,-0.081
0.093,-0.081,0,-0.027
-0.056,-0.063,-0.095,0.054
-0.142,-0.061,-0.042,-0.029
-0.078,-0.046,0.02,-0.042
0.012,0.005,0.146,0.042
-0.01,-0.012,-0.095,0.032
-0.173,-0.088,0.01,0.044
-0.061,-0.056,0.015,-0.01
0,-0.034,-0.134,-0.061
0.149,-0.076,-0.034,0.063
0.002,-0.049,-0.168,0.09
-0.022,0.1,-0.1,0.007
0.029,0.063,0.049,-0.049
0.027,0.115,-0.02,-0.061
0.088,0.083,-0.227,-0.005
0.1,-0.017,0.024,0.063
0.076,-0.022,-0.027,0.056
0.032,0.066,0.029,0.037
0.056,0.066,-0.076,0
0.073,0.049,-0.117,0
0.046,-0.049,0.105,0.012
-0.02,-0.134,0.085,0.012
-0.049,-0.049,0.002,0.022
-0.056,-0.125,-0.022,0.029
-0.063,-0.071,-0.034,0.054
-0.005,-0.005,0.049,0.01
-0.032,-0.049,0.046,0.005
-0.112,-0.115,-0.1,-0.005
-0.068,-0.149,0.007,0.066
0.024,-0.005,0.02,0.105
0.1,0.042,0.11,0.063
0.034,0.061,0.078,-0.093
-0.046,-0.037,-0.046,-0.164
-0.032,0.061,-0.044,-0.046
0.071,-0.007,0.024,0.061
0.085,-0.037,-0.046,0.078
0.032,-0.024,-0.132,-0.078
-0.042,0.159,-0.024,-0.166
0.027,0.146,0.085,-0.098
-0.002,0.029,0.015,0.066
0.005,-0.042,-0.066,0.044
0.068,-0.02,-0.005,-0.059
0.029,-0.127,-0.044,-0.112
0.002,-0.161,-0.11,-0.051
-0.051,-0.081,-0.095,0.002
-0.049,-0.078,0.244,0.066
0.051,-0.012,0.254,0.049
0.039,-0.12,-0.105,0.061
-0.061,-0.09,-0.103,0.076
0,-0.039,0.198,-0.01
-0.032,-0.044,-0.02,-0.017
-0.061,-0.046,-0.154,0.015
-0.076,0.12,-0.024,0.042
0.017,0.11,0.044,0.054
0.068,0.054,-0.02,0.02
0.049,0.066,-0.183,-0.056
0.081,0.076,-0.078,-0.012
0.002,0.02,0.085,0.02
0.032,0.073,-0.112,0.1
0.027,0.132,-0.132,0.059
-0.012,-0.039,0.081,0.015
0.015,0.007,0.112,-0.081
0.037,-0.027,-0.039,-0.076
-0.015,-0.11,-0.051,0.039
-0.085,-0.051,0.059,0.12
-0.071,0.002,0.056,0.107
0.02,-0.071,-0.098,0.034
0.024,-0.1,-0.027,-0.02
0.029,-0.112,0.054,0.049
-0.032,-0.11,0.071,0.066
-0.022,0.042,0,0.044
0.046,-0.024,-0.044,-0.078
0.11,-0.032,-0.071,-0.078
0.083,-0.002,-0.051,-0.056
0.022,0.078,0.059,0.005
0.129,-0.063,0.002,-0.049
0.027,-0.01,0.024,-0.034
0.015,0.078,-0.112,-0.083
0.022,0.112,-0.11,-0.178
0.098,0.132,0.042,-0.095
0.076,0,0.061,-0.071
0.027,0.002,-0.103,-0.037
-0.081,-0.029,-0.068,-0.056
-0.02,-0.037,-0.081,0.051
-0.061,-0.105,0.01,0.063
0.12,-0.076,0.09,0.005
0.095,0.054,0.085,-0.073
-0.046,-0.068,-0.012,0.022
-0.061,-0.083,-0.042,0.142
-0.115,-0.12,-0.085,0.149
0.044,-0.139,-0.083,0.144
0.061,-0.081,-0.056,-0.017
0.02,-0.063,-0.073,-0.068
-0.029,0.002,-0.02,-0.046
0.02,0.066,-0.032,-0.032
0.015,0.127,-0.056,0.044
0.076,0.085,-0.044,0.122
0.085,0.076,-0.081,-0.007
0.027,0.071,-0.139,-0.073
0.034,-0.088,0.059,-0.132
0.007,0.056,0.02,-0.032
-0.005,0.098,-0.044,0.046
-0.068,-0.039,-0.022,0.054
-0.022,-0.059,0.02,0.044
0.042,0.015,0.139,-0.039
0.015,-0.032,0.071,-0.071
-0.049,-0.276,-0.032,-0.059
-0.125,-0.098,0.007,0.063
-0.034,-0.002,0.195,0.117
0.034,-0.054,0.032,0.049
0.051,-0.1,-0.146,-0.098
-0.015,-0.122,-0.076,-0.134
-0.032,-0.068,0.139,-0.054
0.051,-0.039,0.029,0.037
0.134,0.01,-0.149,0.02
0.107,0.029,0.02,-0.078
0.137,0.015,0.103,-0.11
0.059,0.054,-0.059,-0.1
0.049,0.137,-0.271,-0.046
0.007,0.027,0.027,-0.017
0.015,-0.032,0.19,-0.02
-0.015,0.066,-0.103,-0.037
-0.051,0.015,-0.139,-0.034
-0.059,0.012,0.056,-0.066
-0.076,-0.054,0.149,-0.042
-0.066,0.002,-0.078,-0.044
-0.049,-0.107,-0.254,0.012
-0.02,-0.1,0.059,0.015
-0.024,0.005,0.146,0.022
-0.017,-0.063,0.039,0.037
-0.061,-0.085,-0.007,0.032
-0.061,-0.071,-0.024,0.034
0.037,-0.076,0.029,0.046
0.12,-0.044,0.015,0.032
0.083,-0.02,-0.115,-0.005
0.034,-0.007,0.054,0.005
0.061,0.078,0.234,0.002
0.073,-0.051,-0.081,0.022
0.076,-0.005,-0.2,0.032
0.076,-0.012,-0.039,0.024
0.059,-0.032,0.11,-0.056
0.007,0.078,-0.076,-0.054
0.002,0.054,-0.117,-0.012
-0.063,-0.022,0.112,0.032
-0.059,-0.088,0.193,0.071
0.002,-0.046,0,0.034
-0.022,-0.095,-0.137,-0.005
-0.078,-0.007,0.105,0.051
-0.024,-0.037,0.085,0.071
0.054,0.027,-0.056,0.046
0.044,-0.076,-0.127,0.049
-0.037,-0.027,-0.024,-0.017
-0.063,0.056,-0.015,-0.024
0,-0.059,-0.024,0.01
-0.012,0.061,-0.095,-0.054
0.022,0.042,-0.024,-0.015
0.037,0.181,-0.049,-0.007
0.059,0.063,-0.056,0
0.059,0.061,-0.046,-0.022
0.081,0.159,-0.093,-0.066
0.051,0.022,0.02,-0.088
-0.01,-0.022,0.01,0.005
0.02,0.051,0.122,0.037
-0.017,0.139,0.073,0.122
0.044,0.037,-0.078,0.117
-0.007,-0.164,-0.134,0.056
-0.071,-0.125,0.159,0.049
-0.176,0.024,0.044,0.107
-0.093,0.046,0.02,0.032
-0.002,-0.024,0.083,-0.005
-0.005,-0.125,-0.015,0.005
0.007,-0.005,-0.059,0.034
0.046,0.027,0.066,0.01
0.071,-0.037,-0.027,0.005
0.044,-0.007,-0.088,-0.032
0.01,0.12,0.088,-0.002
0.132,0.176,0.068,0.046
0.098,0.078,-0.037,0.054
0.176,0.11,-0.1,-0.046
0.015,-0.051,0.063,-0.122
0,-0.015,-0.078,-0.112
0.02,0.107,-0.146,-0.01
-0.012,0.09,0.022,0.012
0.083,0.054,0.071,-0.015
0.02,0.007,-0.037,-0.007
-0.012,-0.142,-0.076,-0.01
-0.056,-0.212,0.061,-0.017
-0.159,-0.208,0.098,0.024
-0.042,-0.122,-0.002,0.066
-0.012,-0.059,-0.027,0.034
-0.037,0.022,0.073,0.02
-0.061,-0.168,0.115,0.01
0.098,-0.105,-0.012,-0.002
0.134,0.154,0.012,-0.039
0.049,0.059,0.181,-0.076
-0.085,0.051,-0.078,-0.049
-0.024,0.056,-0.171,-0.051
0.037,0.017,0.034,-0.044
0.056,0.085,0.022,-0.056
0.044,0.049,-0.181,-0.063
-0.002,0.049,-0.208,-0.061
0.007,-0.012,0.115,0.042
0.027,0.037,0.034,0.059
0.012,0.115,-0.054,-0.029
-0.093,-0.103,-0.249,-0.083
-0.134,-0.178,-0.103,-0.01
-0.088,-0.081,0.144,0.051
-0.068,-0.027,0.186,0.046
-0.12,-0.049,0.042,-0.032
-0.095,-0.151,0.005,-0.046
-0.076,-0.171,0.149,0.01
0.02,-0.061,0.044,0.037
0.029,-0.156,-0.059,0.032
0.015,0.02,-0.164,0.007
-0.046,-0.115,0.066,0
-0.034,0.032,-0.022,-0.024
0.049,0.027,-0.134,-0.066
0.107,0.066,-0.081,-0.051
0.083,0.093,0.032,0.01
0.034,0.1,-0.034,0.02
0.054,0.132,-0.134,-0.056
0.09,0.029,0.039,-0.068
0.095,0.017,0.181,-0.037
0.095,0.046,0,-0.024
-0.005,-0.007,-0.085,0.015
-0.127,-0.071,-0.027,0.056
-0.093,-0.09,0.066,0.042
0.032,-0.093,0.232,0.034
0.042,-0.066,-0.024,-0.034
-0.056,-0.093,-0.027,0.024
-0.095,-0.173,-0.002,0.073
-0.066,-0.029,0.024,0.132
0.046,-0.083,0.088,0.076
0.068,0.017,-0.034,-0.054
0.022,0.012,-0.071,-0.054
0.005,0.139,0.083,0.029
0.027,0.017,0.09,0.076
0.027,0.083,-0.073,0.029
-0.027,0.156,-0.125,-0.083
0.029,0.027,0.027,-0.078
0.103,0.122,0.068,-0.015
0.107,0.171,-0.166,-0.032
0.051,0.156,-0.046,0.005
0.034,0.083,0.078,0.002
0.022,0.022,0.061,0
0.037,0.149,-0.024,0.034
-0.002,0.049,0.027,-0.017
-0.037,-0.107,0.049,-0.012
-0.11,-0.12,-0.007,0.002
-0.078,-0.012,0.015,0.054
-0.083,0.002,0.049,0.037
-0.059,-0.093,0.11,0.039
-0.063,-0.144,0.105,0.007
0.029,-0.024,0.068,-0.046
0.112,-0.027,0.012,0.017
0.032,0.046,0.081,0.029
-0.037,0.107,-0.095,0.015
0.005,0.168,-0.042,-0.024
0.024,0.149,-0.017,-0.01
0.112,0.034,-0.022,-0.005
0.073,-0.005,-0.081,0.078
-0.029,-0.017,-0.073,0.005
0.044,0.134,-0.059,-0.083
0.061,0,-0.203,-0.044
-0.005,-0.078,-0.034,0.024
0,-0.107,0.061,0.002
-0.024,-0.015,-0.034,-0.002
-0.112,0.056,0.044,-0.061
-0.117,-0.024,0.09,0.012
-0.076,-0.22,0.039,0.103
-0.024,-0.137,0.059,0.105
0.176,0.056,-0.007,0.059
0.01,0.066,0,0.027
-0.073,-0.042,0.02,0.02
-0.034,-0.046,-0.024,0.034
0.117,0.103,0.039,0.015
0.164,0.078,0.073,-0.037
-0.015,0.027,-0.068,-0.093
-0.037,0,-0.12,-0.051
0.042,0.029,-0.151,-0.017
0.127,0.144,-0.195,-0.007
0.032,0.027,0.002,-0.032
-0.034,0.081,0.022,-0.039
0.017,-0.056,0.107,-0.032
0.088,0.027,0.156,0.012
0.066,-0.073,0.046,-0.015
0.024,-0.044,0.066,0.01
0.002,-0.017,-0.01,0
-0.076,-0.071,-0.051,-0.032
-0.105,-0.183,-0.056,0.015
-0.071,-0.103,0.005,0.022
0.01,-0.066,0.076,0.054
0.039,-0.02,0.085,0.054
-0.005,-0.007,0,0.046
-0.017,-0.024,-0.051,0.015
-0.051,-0.056,-0.027,0.017
0.007,-0.068,0.061,-0.005
0.1,-0.005,0.037,-0.005
0.098,-0.081,-0.054,0.061
0.078,0.049,-0.171,0.066
0.032,0.154,0.007,0.037
0.037,0.073,-0.122,-0.005
0.044,-0.039,-0.107,0.029
0.022,-0.012,-0.044,0.012
0.01,0.02,0.012,0.049
0.022,0.063,0.095,0.015
-0.051,0.095,0.049,0.01
-0.017,0.032,-0.044,0.002
0.002,-0.007,-0.1,-0.017
0.044,-0.159,0.154,-0.007
0.088,-0.144,0.093,0.007
0.073,-0.186,-0.098,0.081
0.007,-0.049,-0.09,0.081
-0.054,-0.002,0.107,0.02
0.066,-0.032,0.059,-0.032
0.083,-0.012,0.073,0.007
-0.042,-0.071,0.024,-0.051
-0.093,-0.176,-0.046,-0.005
0.034,-0.078,0.061,-0.042
0.105,0.007,0.105,-0.005
0.054,0.073,-0.039,-0.046
0.056,-0.017,-0.093,-0.044
0.076,-0.095,-0.017,-0.007
-0.02,0.095,-0.007,-0.017
-0.068,0.1,-0.059,-0.059
-0.046,0.056,-0.103,-0.034
-0.022,-0.02,0.071,0.044
0.024,0.088,0.093,0.034
-0.012,-0.176,-0.081,0.024
-0.068,-0.083,-0.076,-0.042
-0.103,0.159,0.068,0.002
-0.161,-0.154,0.076,0.054
-0.066,0,-0.12,0.044
0.068,-0.017,0.088,0.022
0.039,-0.122,0.164,0.01
-0.071,-0.034,-0.051,0.01
-0.002,-0.024,-0.09,-0.015
0.088,0.051,-0.042,0.034
0.076,0.085,0.085,0.02
0.015,0.139,-0.234,0.02
-0.017,0.151,-0.134,0.017
0.063,0.093,0.129,-0.051
0.154,-0.002,0.09,-0.012
0.122,-0.017,-0.085,-0.029
0.088,0.22,-0.042,-0.071
0.054,0.088,0.203,-0.054
0.01,0.007,-0.125,0.007
0.024,0.027,0.012,-0.002
-0.027,-0.073,0.027,0.027
-0.088,-0.002,-0.015,0.039
-0.093,0.034,0.059,-0.034
0.044,-0.049,-0.012,0
0.037,-0.166,-0.024,-0.017
-0.015,-0.095,0.039,-0.015
0.017,0.049,0.11,0.046
-0.012,-0.11,-0.11,0.027
-0.081,-0.085,-0.151,0.012
0.002,-0.122,-0.09,0.027
-0.056,0.044,-0.073,0.024
-0.076,-0.024,-0.039,0.027
0.032,-0.022,0.066,0.098
-0.039,-0.034,-0.122,0.063
-0.061,-0.037,-0.281,-0.002
0.01,0.015,-0.073,-0.073
-0.027,-0.122,-0.059,-0.056
0.09,0.134,-0.032,0.071
-0.066,-0.159,-0.015,0.154
0.01,-0.103,-0.024,0.056
0.195,0.078,-0.093,-0.029
0.056,-0.176,-0.044,0.042
-0.151,-0.078,0.103,0.007
-0.168,-0.12,-0.022,-0.046
0.007,0.034,-0.076,0.027
0.1,-0.232,-0.059,0.103
0.103,-0.007,0.1,0.11
-0.02,-0.029,0.02,0.017
-0.127,0.007,-0.022,-0.054
-0.054,-0.002,-0.083,-0.024
0.142,-0.095,-0.076,0.049
0.115,0.042,-0.046,0.056
-0.007,0.012,-0.046,-0.078
-0.085,0.022,-0.037,-0.093
0.103,-0.015,0.066,-0.09
0.134,0.066,0.188,0.049
-0.007,0.032,0.027,0.083
-0.127,0.015,-0.198,0.012
-0.181,0.137,-0.066,-0.007
0.01,-0.032,0.068,-0.078
0.181,-0.01,-0.029,-0.027
0.142,-0.012,-0.171,0.078
-0.149,-0.024,-0.132,0.078
-0.166,0.015,-0.002,-0.012
0.01,0.042,0.044,-0.044
0.034,-0.002,-0.076,-0.044
-0.056,0.015,-0.059,-0.002
-0.056,-0.017,0.071,0
0.007,0.032,0.037,-0.034
0,-0.049,-0.103,0
0.032,-0.044,-0.056,0.02
0.056,0.01,0.032,0.017
0.051,-0.059,-0.012,-0.02
-0.024,-0.068,0.01,-0.039
0.063,0.049,-0.044,0.017
0.061,0.083,-0.046,-0.005
0.049,-0.088,0.063,-0.012
-0.039,-0.002,0.063,-0.088
0.007,0.061,-0.156,0.005
-0.059,-0.046,-0.02,0
0.01,-0.083,0.098,0.061
0.122,0.066,0.063,0.034
0.063,-0.09,-0.168,0.032
-0.073,-0.103,0.173,0.017
-0.139,-0.085,-0.122,-0.005
0.032,0.073,-0.173,0.029
0.071,0.017,0.244,0.076
0.049,-0.054,0.022,0.029
-0.051,-0.095,-0.229,0.02
-0.029,0.056,-0.046,0.037
0.039,0.051,-0.117,-0.051
-0.01,-0.032,-0.305,-0.005
-0.005,0.115,0.09,-0.01
0.027,0.083,-0.059,0.029
-0.032,-0.068,-0.159,0.039
-0.051,0.063,0.081,-0.012
-0.034,0.144,0.015,-0.029
-0.034,0.166,0.012,0.007
0.088,0.039,-0.098,-0.027
0.1,0.166,0.051,-0.051
-0.024,-0.066,0.117,0
-0.171,-0.042,0.044,0.005
-0.134,-0.017,0.054,-0.027
-0.076,-0.071,0.046,-0.034
0.032,0.015,0.076,-0.042
-0.01,-0.137,0.134,-0.046
-0.059,-0.022,-0.078,0
0.039,0.049,-0.022,0.012
0.132,-0.076,0,-0.012
0.115,-0.137,0.02,-0.007
0.056,-0.083,-0.037,-0.022
0.056,0.081,-0.09,-0.029
0.071,0.073,0.051,-0.005
0.146,-0.049,0.002,0.032
0.1,0.002,-0.125,-0.037
0.081,0.1,-0.044,0
0.151,0.198,0.027,-0.01
-0.007,-0.034,0.039,0.042
-0.049,-0.193,-0.2,0.054
-0.076,0.203,-0.002,0.002
-0.098,0.005,0.181,0.024
-0.112,0.022,-0.107,-0.054
-0.029,-0.156,-0.232,-0.112
0.039,-0.125,0.198,0.032
-0.042,-0.244,0.076,0.115
-0.046,-0.068,-0.198,-0.015
-0.029,0.063,0.151,-0.024
0.02,-0.164,0.103,-0.078
0.076,0.02,-0.029,0.01
0.071,0,-0.032,0.051
-0.059,-0.044,0.037,0.017
-0.142,-0.166,0.056,-0.098
0.037,-0.012,-0.049,-0.105
0.083,0.085,0.046,-0.081
0.066,0.085,-0.005,-0.061
0.059,0.051,0.027,0.02
0.051,0.232,-0.051,-0.024
0.078,0.232,0.027,-0.09
0.083,0.044,0.012,-0.061
0.002,0.02,0.066,0.024
-0.059,0.071,0.01,-0.005
-0.068,-0.027,-0.059,0.02
-0.076,-0.098,0.134,0.039
-0.002,-0.066,0.259,0.007
-0.125,-0.056,0.103,0.024
-0.129,-0.02,-0.149,0.056
-0.054,-0.125,-0.01,0.083
0.051,-0.093,0.186,0.049
0.024,-0.054,-0.054,0.022
-0.063,0.005,-0.205,0
-0.144,0.024,-0.083,0.007
-0.037,-0.027,-0.034,0.054
0.107,-0.056,-0.034,0.042
0.234,-0.002,0.034,0.039
0.068,0.112,0.007,-0.056
-0.022,0.181,-0.1,-0.022
0.002,0.139,-0.073,0.005
-0.081,0.027,-0.251,0.115
-0.049,0.19,-0.227,-0.015
0.017,0.129,0.122,-0.078
0.054,-0.034,0.186,-0.103
-0.002,-0.051,-0.078,-0.098
0.037,-0.056,-0.056,0.002
-0.063,-0.137,0.242,0.029
-0.142,-0.149,0.088,-0.012
-0.134,-0.012,0.154,-0.071
-0.066,-0.11,-0.215,-0.061
0.032,-0.066,-0.2,-0.044
0.049,-0.054,-0.015,0.063
0.015,0.02,0.203,0.071
-0.095,-0.115,0.051,-0.032
-0.012,0.017,-0.212,-0.076
0.032,0.073,0.149,-0.027
-0.073,0.144,0.112,-0.049
-0.039,0.127,-0.183,-0.071
0.078,0.093,0.144,-0.005
0.027,0.073,0.051,0.022
-0.09,0.081,-0.115,-0.051
-0.015,0.149,0.083,-0.098
0.034,0.139,0.024,-0.039
-0.017,-0.02,-0.005,0.002
-0.046,-0.029,0.076,0.017
-0.122,0.044,0.007,-0.012
-0.134,0.117,0.098,-0.054
-0.037,0.066,0.134,-0.044
-0.063,0.071,0.032,0.015
-0.149,-0.044,0.117,0.059
-0.117,0.078,0.09,0.056
0,-0.078,-0.078,0.02
0.088,-0.051,-0.007,0.002
0.098,-0.032,0.105,0.015
0.027,0.046,0.051,0.076
0.007,0.288,-0.129,0.046
0.098,0.012,-0.146,-0.022
0.188,-0.037,0.427,-0.066
-0.037,0.037,0.134,-0.032
-0.044,0.095,-0.381,-0.01
0.054,-0.007,-0.061,0.054
-0.017,0.01,0.078,0.015
-0.115,-0.078,-0.151,-0.034
-0.027,-0.103,0.002,-0.107
0.037,-0.132,0.146,-0.046
-0.071,-0.156,-0.103,0.088
-0.134,0.044,0.095,0.115
-0.076,-0.049,0.039,0.085
-0.042,-0.029,-0.068,0.027
-0.068,-0.232,0.032,0.039
-0.02,-0.154,0.017,0.007
-0.076,-0.103,-0.078,-0.02
0.017,-0.112,-0.063,0.049
0.076,-0.132,-0.068,0.051
-0.078,0.02,0.01,-0.027
-0.051,0.063,-0.154,-0.1
0.005,-0.146,-0.056,-0.042
0.01,-0.117,-0.037,0.039
-0.005,0.215,-0.073,0.02
0.02,0.11,0.032,-0.081
-0.056,0.027,-0.015,-0.129
-0.015,-0.073,-0.088,-0.085
0.01,0,0.015,0.012
-0.051,0.093,0.117,0.032
-0.066,-0.034,-0.034,-0.049
-0.088,0.081,0.1,-0.051
-0.12,0.146,0.051,0.044
-0.137,-0.002,0.066,0.022
-0.154,-0.044,-0.054,-0.012
-0.12,-0.066,-0.01,-0.017
-0.125,0.063,0.159,0.051
-0.059,-0.017,0.11,0.095
0.039,-0.044,-0.034,0.059
-0.005,0.012,-0.076,-0.002
-0.054,0.164,-0.078,-0.054
-0.063,0.012,-0.049,-0.059
0.042,-0.046,0.081,-0.024
0.112,0.139,-0.015,0.002
0.056,0.117,-0.015,0.029
0.051,0.166,0.054,0.022
0.103,0.085,-0.022,-0.11
0.151,0.049,-0.068,-0.098
0.027,-0.054,0.051,-0.1
0.005,0.044,-0.039,0.027
0.078,0.081,-0.09,0.085
0.022,-0.017,0.01,0.012
-0.022,-0.237,0.056,-0.068
-0.061,-0.049,-0.039,-0.071
-0.059,0.017,-0.032,0.051
-0.02,-0.127,0.093,0.066
-0.027,-0.134,0.088,0.044
0.02,-0.063,0.01,-0.098
-0.1,-0.134,0.044,-0.105
-0.049,-0.122,0.073,-0.051
0.034,0.051,-0.088,0.049
0,0.037,0.227,0.039
0.01,-0.039,-0.088,-0.049
0.063,0.02,-0.337,-0.146
0.095,0.073,-0.039,-0.054
0.051,0.105,0.107,0.044
0.002,0.168,0.024,0.081
0.027,0.105,-0.093,-0.015
-0.034,0.029,0.071,-0.12
-0.081,0.107,-0.046,-0.078
0.083,0.132,0.137,0.01
-0.039,-0.02,0.071,0.117
-0.09,0.039,-0.049,0.056
-0.164,-0.037,-0.083,-0.056
-0.168,-0.054,0.034,-0.015
-0.056,0.159,-0.029,0.071
0.002,-0.024,-0.061,0.127
-0.071,-0.117,0.212,0.134
-0.144,-0.015,0.232,0.085
-0.076,0.012,0,0
-0.034,-0.032,-0.103,0.037
0.024,-0.015,-0.02,0.098
0.029,-0.022,-0.051,0.073
0.125,0.107,-0.056,-0.012
0.056,0.112,0.027,0.029
0.078,0.095,-0.09,0.049
0.166,0.112,-0.002,0.056
0.112,0.061,0.081,0.027
0.061,0.056,-0.039,-0.061
0.032,0.007,-0.056,-0.1
0.051,0.1,-0.024,-0.002
0.046,0.02,-0.007,0.015
-0.012,-0.098,0.039,0.12
0.01,-0.095,-0.105,0.007
-0.083,-0.083,-0.042,0.042
0.122,-0.046,-0.068,-0.029
0.02,-0.037,0.115,0
-0.027,-0.049,-0.203,-0.005
-0.022,-0.076,0.4,-0.005
-0.007,0.022,-0.039,-0.002
-0.068,-0.061,-0.19,0.034
-0.059,-0.146,0.166,0.032
0.1,-0.027,-0.027,-0.017
0.09,0.029,-0.081,-0.02
-0.059,0.264,-0.068,0.007
-0.071,0.073,0.037,0.027
-0.02,-0.198,-0.261,-0.022
0.156,0.027,0.066,-0.066
0.081,0.251,0.027,-0.068
-0.161,0.161,0.061,-0.051
-0.154,0.054,0.024,-0.056
-0.1,0.012,-0.071,0.027
-0.12,-0.017,0.068,0.012
-0.122,-0.037,0.027,0.012
-0.078,-0.178,0.098,-0.012
-0.085,0.081,0.144,-0.046
0.005,0.095,0.071,-0.066
0,-0.042,0.051,0.085
-0.056,-0.115,-0.017,0.139
-0.015,-0.134,-0.032,0.068
0.034,-0.037,0.139,-0.049
-0.017,-0.12,0.01,-0.054
0,0.039,-0.098,-0.022
0.027,0.068,-0.093,0.063
0.061,0.051,0.137,0.066
0.017,-0.078,-0.027,-0.015
-0.015,-0.061,-0.11,-0.117
0.007,-0.032,-0.01,-0.098
-0.002,0.022,0.098,-0.005
0.024,0,0.105,0.034
0.024,-0.068,-0.159,0.005
0.005,-0.068,0.061,-0.015
0.076,-0.107,0.139,-0.1
0.037,0.044,-0.156,-0.059
-0.105,0.029,0.059,0.039
-0.068,-0.1,0.354,0.09
-0.032,-0.239,0.11,0.051
-0.042,-0.122,-0.017,-0.059
-0.127,-0.024,0.081,0
-0.061,-0.076,-0.095,0.002
0.017,-0.09,-0.034,0.056
0.098,-0.103,0.073,0.056
0.024,-0.071,0.095,0.034
-0.029,-0.039,-0.042,-0.056
0.005,-0.015,-0.071,-0.083
0.144,-0.007,-0.044,-0.063
0.125,0.168,-0.032,0.02
0.007,0.127,-0.017,-0.024
-0.085,0.161,-0.049,-0.049
-0.042,0.039,-0.129,-0.032
0.122,0.039,-0.007,-0.071
0.039,0.093,-0.007,-0.073
0.01,0.168,0.186,-0.01
-0.017,0.193,0.095,0.039
-0.002,0.073,0.115,0.034
-0.049,-0.076,0.068,0.044
-0.078,-0.117,0.056,0.056
-0.037,-0.012,0.154,0.051
-0.068,-0.022,0.063,0.042
-0.11,-0.125,0.081,-0.02
-0.022,-0.09,0.076,-0.027
0.037,0.002,0.071,0.032
-0.09,0,-0.061,0.073
-0.007,0.225,0.081,0.063
0.115,0.105,0.01,0.039
